,Area.of.residence,variable,value
20020,E02000554,Area.of.workplace,E02000038
20021,E02000902,Area.of.workplace,E02000038
20022,E02006882,Area.of.workplace,E02000038
20023,E02000667,Area.of.workplace,E02000038
20024,E02000584,Area.of.workplace,E02000038
20025,E02000649,Area.of.workplace,E02000038
20026,E02000632,Area.of.workplace,E02000038
20027,E02000311,Area.of.workplace,E02000038
20028,E02000864,Area.of.workplace,E02000038
20029,E02000401,Area.of.workplace,E02000038
20030,E02000299,Area.of.workplace,E02000038
20031,E02000420,Area.of.workplace,E02000038
20032,E02000281,Area.of.workplace,E02000038
20033,E02000909,Area.of.workplace,E02000038
20034,E02004931,Area.of.workplace,E02000038
20035,E02000302,Area.of.workplace,E02000038
20036,E02000346,Area.of.workplace,E02000038
20037,E02000118,Area.of.workplace,E02000038
20038,E02000982,Area.of.workplace,E02000038
20039,E02000271,Area.of.workplace,E02000038
20040,E02000676,Area.of.workplace,E02000038
20041,E02000929,Area.of.workplace,E02000038
20042,E02004896,Area.of.workplace,E02000038
20043,E02000386,Area.of.workplace,E02000038
20044,E02000412,Area.of.workplace,E02000038
20045,E02000064,Area.of.workplace,E02000038
20046,E02000398,Area.of.workplace,E02000038
20047,E02000498,Area.of.workplace,E02000038
20048,E02004493,Area.of.workplace,E02000038
20049,E02000058,Area.of.workplace,E02000038
20050,E02000245,Area.of.workplace,E02000038
20051,E02000718,Area.of.workplace,E02000038
20052,E02005066,Area.of.workplace,E02000038
20053,E02000178,Area.of.workplace,E02000038
20054,E02000358,Area.of.workplace,E02000038
20055,E02000369,Area.of.workplace,E02000038
20056,E02000969,Area.of.workplace,E02000038
20057,E02000623,Area.of.workplace,E02000038
20058,E02000030,Area.of.workplace,E02000038
20059,E02000913,Area.of.workplace,E02000038
20060,E02000292,Area.of.workplace,E02000038
20061,E02000428,Area.of.workplace,E02000038
20062,E02000288,Area.of.workplace,E02000038
20063,E02000063,Area.of.workplace,E02000038
20064,E02004855,Area.of.workplace,E02000038
20065,E02000824,Area.of.workplace,E02000038
20066,E02000453,Area.of.workplace,E02000038
20067,E02000439,Area.of.workplace,E02000038
20068,E02004990,Area.of.workplace,E02000038
20069,E02000429,Area.of.workplace,E02000038
20070,E02000055,Area.of.workplace,E02000038
20071,E02000440,Area.of.workplace,E02000038
20072,E02003425,Area.of.workplace,E02000038
20073,E02004897,Area.of.workplace,E02000038
20074,E02006791,Area.of.workplace,E02000038
20075,E02003278,Area.of.workplace,E02000038
20076,E02000538,Area.of.workplace,E02000038
20077,E02003623,Area.of.workplace,E02000038
20078,E02000037,Area.of.workplace,E02000038
20079,E02004991,Area.of.workplace,E02000038
20080,E02000005,Area.of.workplace,E02000038
20081,E02003609,Area.of.workplace,E02000038
20082,E02006414,Area.of.workplace,E02000038
20083,E02000285,Area.of.workplace,E02000038
20084,E02000341,Area.of.workplace,E02000038
20085,E02004847,Area.of.workplace,E02000038
20086,E02004979,Area.of.workplace,E02000038
20087,E02004944,Area.of.workplace,E02000038
20088,E02000452,Area.of.workplace,E02000038
20089,E02000029,Area.of.workplace,E02000038
20090,E02000578,Area.of.workplace,E02000038
20091,E02000768,Area.of.workplace,E02000038
20092,E02000414,Area.of.workplace,E02000038
20093,E02000402,Area.of.workplace,E02000038
20094,E02000423,Area.of.workplace,E02000038
20095,E02004995,Area.of.workplace,E02000038
20096,E02000260,Area.of.workplace,E02000038
20097,E02000174,Area.of.workplace,E02000038
20098,E02000102,Area.of.workplace,E02000038
20099,E02000059,Area.of.workplace,E02000038
20100,E02000126,Area.of.workplace,E02000038
20101,E02000883,Area.of.workplace,E02000038
20102,E02000757,Area.of.workplace,E02000038
20103,E02000552,Area.of.workplace,E02000038
20104,E02000373,Area.of.workplace,E02000038
20105,E02000348,Area.of.workplace,E02000038
20106,E02000685,Area.of.workplace,E02000038
20107,E02000324,Area.of.workplace,E02000038
20108,E02000383,Area.of.workplace,E02000038
20109,E02000309,Area.of.workplace,E02000038
20110,E02000900,Area.of.workplace,E02000038
20111,E02000049,Area.of.workplace,E02000038
20112,E02003409,Area.of.workplace,E02000038
20113,E02006859,Area.of.workplace,E02000038
20114,E02000041,Area.of.workplace,E02000038
20115,E02006792,Area.of.workplace,E02000038
20116,E02000629,Area.of.workplace,E02000038
20117,E02000444,Area.of.workplace,E02000038
20118,E02000028,Area.of.workplace,E02000038
20119,E02000052,Area.of.workplace,E02000038
20120,E02004534,Area.of.workplace,E02000038
20121,E02000132,Area.of.workplace,E02000038
20122,E02003355,Area.of.workplace,E02000038
20123,E02000099,Area.of.workplace,E02000038
20124,E02000671,Area.of.workplace,E02000038
20125,E02004985,Area.of.workplace,E02000038
20126,E02000740,Area.of.workplace,E02000038
20127,E02000307,Area.of.workplace,E02000038
20128,E02000014,Area.of.workplace,E02000038
20129,E02000539,Area.of.workplace,E02000038
20130,E02000459,Area.of.workplace,E02000038
20131,E02000179,Area.of.workplace,E02000038
20132,E02006576,Area.of.workplace,E02000038
20133,E02004965,Area.of.workplace,E02000038
20134,E02000124,Area.of.workplace,E02000038
20135,E02000033,Area.of.workplace,E02000038
20136,E02000104,Area.of.workplace,E02000038
20137,E02004901,Area.of.workplace,E02000038
20138,E02004967,Area.of.workplace,E02000038
20139,E02003773,Area.of.workplace,E02000038
20140,E02000038,Area.of.workplace,E02000038
20141,E02000536,Area.of.workplace,E02000038
20142,E02000737,Area.of.workplace,E02000038
20143,E02004934,Area.of.workplace,E02000038
20144,E02000168,Area.of.workplace,E02000038
20145,E02000060,Area.of.workplace,E02000038
20146,E02000084,Area.of.workplace,E02000038
20147,E02000039,Area.of.workplace,E02000038
20148,E02004535,Area.of.workplace,E02000038
20149,E02000816,Area.of.workplace,E02000038
20150,E02000561,Area.of.workplace,E02000038
20151,E02000289,Area.of.workplace,E02000038
20152,E02000353,Area.of.workplace,E02000038
20153,E02004996,Area.of.workplace,E02000039
20154,E02004993,Area.of.workplace,E02000039
20155,E02000891,Area.of.workplace,E02000039
20156,E02004438,Area.of.workplace,E02000039
20157,E02000007,Area.of.workplace,E02000039
20158,E02005685,Area.of.workplace,E02000039
20159,E02004974,Area.of.workplace,E02000039
20160,E02006361,Area.of.workplace,E02000039
20161,E02000280,Area.of.workplace,E02000039
20162,E02004861,Area.of.workplace,E02000039
20163,E02004973,Area.of.workplace,E02000039
20164,E02000570,Area.of.workplace,E02000039
20165,E02000031,Area.of.workplace,E02000039
20166,E02004477,Area.of.workplace,E02000039
20167,E02000746,Area.of.workplace,E02000039
20168,E02000434,Area.of.workplace,E02000039
20169,E02000299,Area.of.workplace,E02000039
20170,E02000563,Area.of.workplace,E02000039
20171,E02000457,Area.of.workplace,E02000039
20172,E02003341,Area.of.workplace,E02000039
20173,E02000177,Area.of.workplace,E02000039
20174,E02000287,Area.of.workplace,E02000039
20175,E02000295,Area.of.workplace,E02000039
20176,E02005004,Area.of.workplace,E02000039
20177,E02000040,Area.of.workplace,E02000039
20178,E02004976,Area.of.workplace,E02000039
20179,E02004940,Area.of.workplace,E02000039
20180,E02000047,Area.of.workplace,E02000039
20181,E02000573,Area.of.workplace,E02000039
20182,E02000558,Area.of.workplace,E02000039
20183,E02000562,Area.of.workplace,E02000039
20184,E02000970,Area.of.workplace,E02000039
20185,E02000032,Area.of.workplace,E02000039
20186,E02004891,Area.of.workplace,E02000039
20187,E02004904,Area.of.workplace,E02000039
20188,E02000111,Area.of.workplace,E02000039
20189,E02000024,Area.of.workplace,E02000039
20190,E02000037,Area.of.workplace,E02000039
20191,E02000390,Area.of.workplace,E02000039
20192,E02004478,Area.of.workplace,E02000039
20193,E02000564,Area.of.workplace,E02000039
20194,E02001601,Area.of.workplace,E02000039
20195,E02000036,Area.of.workplace,E02000039
20196,E02002938,Area.of.workplace,E02000039
20197,E02000277,Area.of.workplace,E02000039
20198,E02000962,Area.of.workplace,E02000039
20199,E02000240,Area.of.workplace,E02000039
20200,E02003429,Area.of.workplace,E02000039
20201,E02000173,Area.of.workplace,E02000039
20202,E02004910,Area.of.workplace,E02000039
20203,E02000770,Area.of.workplace,E02000039
20204,E02000028,Area.of.workplace,E02000039
20205,E02000030,Area.of.workplace,E02000039
20206,E02003593,Area.of.workplace,E02000039
20207,E02000380,Area.of.workplace,E02000039
20208,E02000377,Area.of.workplace,E02000039
20209,E02000265,Area.of.workplace,E02000039
20210,E02004956,Area.of.workplace,E02000039
20211,E02004897,Area.of.workplace,E02000039
20212,E02000254,Area.of.workplace,E02000039
20213,E02000454,Area.of.workplace,E02000039
20214,E02000172,Area.of.workplace,E02000039
20215,E02000911,Area.of.workplace,E02000039
20216,E02003043,Area.of.workplace,E02000039
20217,E02004972,Area.of.workplace,E02000039
20218,E02000437,Area.of.workplace,E02000039
20219,E02000108,Area.of.workplace,E02000039
20220,E02000895,Area.of.workplace,E02000039
20221,E02000764,Area.of.workplace,E02000039
20222,E02000025,Area.of.workplace,E02000039
20223,E02000171,Area.of.workplace,E02000039
20224,E02004927,Area.of.workplace,E02000039
20225,E02000291,Area.of.workplace,E02000039
20226,E02005339,Area.of.workplace,E02000039
20227,E02000122,Area.of.workplace,E02000039
20228,E02004953,Area.of.workplace,E02000039
20229,E02006795,Area.of.workplace,E02000039
20230,E02000702,Area.of.workplace,E02000039
20231,E02000451,Area.of.workplace,E02000039
20232,E02000043,Area.of.workplace,E02000039
20233,E02000734,Area.of.workplace,E02000039
20234,E02003785,Area.of.workplace,E02000039
20235,E02006266,Area.of.workplace,E02000039
20236,E02000276,Area.of.workplace,E02000039
20237,E02000469,Area.of.workplace,E02000039
20238,E02000719,Area.of.workplace,E02000039
20239,E02000120,Area.of.workplace,E02000039
20240,E02003135,Area.of.workplace,E02000039
20241,E02000579,Area.of.workplace,E02000039
20242,E02000555,Area.of.workplace,E02000039
20243,E02000440,Area.of.workplace,E02000039
20244,E02000035,Area.of.workplace,E02000039
20245,E02000300,Area.of.workplace,E02000039
20246,E02003695,Area.of.workplace,E02000039
20247,E02000723,Area.of.workplace,E02000039
20248,E02003651,Area.of.workplace,E02000039
20249,E02000044,Area.of.workplace,E02000039
20250,E02000038,Area.of.workplace,E02000039
20251,E02000628,Area.of.workplace,E02000039
20252,E02003605,Area.of.workplace,E02000039
20253,E02000181,Area.of.workplace,E02000039
20254,E02000960,Area.of.workplace,E02000039
20255,E02003492,Area.of.workplace,E02000039
20256,E02004914,Area.of.workplace,E02000039
20257,E02000384,Area.of.workplace,E02000039
20258,E02000463,Area.of.workplace,E02000039
20259,E02004907,Area.of.workplace,E02000039
20260,E02003601,Area.of.workplace,E02000039
20261,E02004509,Area.of.workplace,E02000039
20262,E02004923,Area.of.workplace,E02000039
20263,E02003747,Area.of.workplace,E02000039
20264,E02000282,Area.of.workplace,E02000039
20265,E02000638,Area.of.workplace,E02000039
20266,E02000820,Area.of.workplace,E02000039
20267,E02000728,Area.of.workplace,E02000039
20268,E02004986,Area.of.workplace,E02000039
20269,E02004528,Area.of.workplace,E02000039
20270,E02000924,Area.of.workplace,E02000039
20271,E02004918,Area.of.workplace,E02000039
20272,E02003268,Area.of.workplace,E02000039
20273,E02006415,Area.of.workplace,E02000039
20274,E02000406,Area.of.workplace,E02000039
20275,E02000308,Area.of.workplace,E02000039
20276,E02004945,Area.of.workplace,E02000039
20277,E02003594,Area.of.workplace,E02000039
20278,E02004906,Area.of.workplace,E02000039
20279,E02000556,Area.of.workplace,E02000039
20280,E02004556,Area.of.workplace,E02000039
20281,E02004955,Area.of.workplace,E02000039
20282,E02000433,Area.of.workplace,E02000039
20283,E02003260,Area.of.workplace,E02000039
20284,E02004967,Area.of.workplace,E02000039
20285,E02003600,Area.of.workplace,E02000039
20286,E02006284,Area.of.workplace,E02000039
20287,E02005375,Area.of.workplace,E02000039
20288,E02000462,Area.of.workplace,E02000039
20289,E02000190,Area.of.workplace,E02000039
20290,E02004862,Area.of.workplace,E02000039
20291,E02000448,Area.of.workplace,E02000039
20292,E02000863,Area.of.workplace,E02000039
20293,E02000118,Area.of.workplace,E02000039
20294,E02000717,Area.of.workplace,E02000039
20295,E02000061,Area.of.workplace,E02000039
20296,E02000026,Area.of.workplace,E02000039
20297,E02000524,Area.of.workplace,E02000039
20298,E02000520,Area.of.workplace,E02000039
20299,E02002899,Area.of.workplace,E02000039
20300,E02000056,Area.of.workplace,E02000039
20301,E02000810,Area.of.workplace,E02000039
20302,E02000105,Area.of.workplace,E02000039
20303,E02004932,Area.of.workplace,E02000039
20304,E02004944,Area.of.workplace,E02000039
20305,E02000726,Area.of.workplace,E02000039
20306,E02002451,Area.of.workplace,E02000039
20307,E02000316,Area.of.workplace,E02000039
20308,E02000176,Area.of.workplace,E02000039
20309,E02000426,Area.of.workplace,E02000039
20310,E02003278,Area.of.workplace,E02000039
20311,E02006794,Area.of.workplace,E02000039
20312,E02005034,Area.of.workplace,E02000039
20313,E02004908,Area.of.workplace,E02000039
20314,E02003636,Area.of.workplace,E02000039
20315,E02004852,Area.of.workplace,E02000039
20316,E02000918,Area.of.workplace,E02000039
20317,E02005089,Area.of.workplace,E02000039
20318,E02000058,Area.of.workplace,E02000039
20319,E02000915,Area.of.workplace,E02000039
20320,E02000106,Area.of.workplace,E02000039
20321,E02000413,Area.of.workplace,E02000039
20322,E02000304,Area.of.workplace,E02000039
20323,E02004903,Area.of.workplace,E02000039
20324,E02000069,Area.of.workplace,E02000039
20325,E02004541,Area.of.workplace,E02000039
20326,E02000910,Area.of.workplace,E02000039
20327,E02000964,Area.of.workplace,E02000039
20328,E02000053,Area.of.workplace,E02000039
20329,E02004274,Area.of.workplace,E02000039
20330,E02000046,Area.of.workplace,E02000039
20331,E02000048,Area.of.workplace,E02000039
20332,E02004844,Area.of.workplace,E02000039
20333,E02000045,Area.of.workplace,E02000039
20334,E02000613,Area.of.workplace,E02000039
20335,E02000158,Area.of.workplace,E02000039
20336,E02000064,Area.of.workplace,E02000039
20337,E02000199,Area.of.workplace,E02000039
20338,E02004793,Area.of.workplace,E02000039
20339,E02000034,Area.of.workplace,E02000039
20340,E02000298,Area.of.workplace,E02000039
20341,E02000042,Area.of.workplace,E02000039
20342,E02003270,Area.of.workplace,E02000039
20343,E02000244,Area.of.workplace,E02000039
20344,E02000094,Area.of.workplace,E02000039
20345,E02004720,Area.of.workplace,E02000039
20346,E02004977,Area.of.workplace,E02000039
20347,E02000733,Area.of.workplace,E02000039
20348,E02000098,Area.of.workplace,E02000039
20349,E02005017,Area.of.workplace,E02000039
20350,E02003671,Area.of.workplace,E02000039
20351,E02000116,Area.of.workplace,E02000039
20352,E02006589,Area.of.workplace,E02000039
20353,E02000327,Area.of.workplace,E02000039
20354,E02006793,Area.of.workplace,E02000039
20355,E02000337,Area.of.workplace,E02000039
20356,E02000117,Area.of.workplace,E02000039
20357,E02006918,Area.of.workplace,E02000039
20358,E02003238,Area.of.workplace,E02000039
20359,E02004866,Area.of.workplace,E02000039
20360,E02004966,Area.of.workplace,E02000039
20361,E02003707,Area.of.workplace,E02000039
20362,E02004887,Area.of.workplace,E02000039
20363,E02000743,Area.of.workplace,E02000039
20364,E02004178,Area.of.workplace,E02000039
20365,E02003803,Area.of.workplace,E02000039
20366,E02000170,Area.of.workplace,E02000039
20367,E02000565,Area.of.workplace,E02000039
20368,E02003482,Area.of.workplace,E02000039
20369,E02004853,Area.of.workplace,E02000039
20370,E02000441,Area.of.workplace,E02000039
20371,E02005073,Area.of.workplace,E02000039
20372,E02000125,Area.of.workplace,E02000039
20373,E02005032,Area.of.workplace,E02000039
20374,E02000362,Area.of.workplace,E02000039
20375,E02004898,Area.of.workplace,E02000039
20376,E02000501,Area.of.workplace,E02000039
20377,E02000443,Area.of.workplace,E02000039
20378,E02000485,Area.of.workplace,E02000039
20379,E02004439,Area.of.workplace,E02000039
20380,E02000722,Area.of.workplace,E02000039
20381,E02004971,Area.of.workplace,E02000039
20382,E02000268,Area.of.workplace,E02000039
20383,E02004863,Area.of.workplace,E02000039
20384,E02000242,Area.of.workplace,E02000039
20385,E02000922,Area.of.workplace,E02000039
20386,E02000166,Area.of.workplace,E02000039
20387,E02000750,Area.of.workplace,E02000039
20388,E02000782,Area.of.workplace,E02000039
20389,E02004917,Area.of.workplace,E02000039
20390,E02000039,Area.of.workplace,E02000039
20391,E02000270,Area.of.workplace,E02000039
20392,E02000109,Area.of.workplace,E02000039
20393,E02000510,Area.of.workplace,E02000039
20394,E02003479,Area.of.workplace,E02000039
20395,E02000447,Area.of.workplace,E02000039
20396,E02000192,Area.of.workplace,E02000039
20397,E02000169,Area.of.workplace,E02000039
20398,E02002184,Area.of.workplace,E02000039
20399,E02000455,Area.of.workplace,E02000039
20400,E02000436,Area.of.workplace,E02000039
20401,E02000594,Area.of.workplace,E02000039
20402,E02000449,Area.of.workplace,E02000039
20403,E02000183,Area.of.workplace,E02000039
20404,E02000101,Area.of.workplace,E02000039
20405,E02001992,Area.of.workplace,E02000039
20406,E02004539,Area.of.workplace,E02000039
20407,E02003750,Area.of.workplace,E02000039
