,MSOA code,Net annual income (£),Sex: All persons; Economic Activity: Economically active: Unemployed; measures: Value,Pop_Per_Hectare,percent_at_or_above_qual_level_4
2219,E02005385,36300.0,2.5,14.7,26.3
2220,E02005386,30500.0,4.7,50.1,19.5
2221,E02005387,36700.0,3.6,23.8,20.4
2222,E02005388,29000.0,3.6,41.6,18.9
2223,E02005389,29300.0,3.7,17.4,22.5
2224,E02005390,44600.0,2.1,10.7,29.7
2225,E02005391,40900.0,2.2,0.6,35.0
2226,E02005392,45100.0,2.1,11.0,24.4
2227,E02005393,36700.0,2.8,0.8,27.5
2228,E02005394,30300.0,4.4,12.2,17.4
2229,E02005395,30800.0,3.6,13.0,20.5
2230,E02005396,36700.0,2.0,0.3,33.8
2231,E02005397,38700.0,2.9,2.1,29.2
2232,E02005398,38600.0,2.4,1.7,32.5
2233,E02005399,39600.0,3.2,7.5,34.3
2234,E02005400,30600.0,3.7,8.0,19.8
2235,E02005401,43600.0,2.5,1.2,33.7
2236,E02005402,34300.0,2.8,6.6,33.4
2237,E02005403,34800.0,3.2,13.1,19.4
2238,E02005404,32200.0,3.4,4.1,23.0
2239,E02005405,29400.0,6.8,4.3,17.7
2240,E02005406,30000.0,5.1,30.4,15.5
2241,E02005407,36700.0,2.6,9.1,22.5
2242,E02005408,35300.0,3.1,1.9,23.9
2243,E02005409,29500.0,3.2,5.6,17.6
2244,E02005412,29600.0,3.6,21.6,30.3
2245,E02005414,24500.0,4.2,42.9,16.7
2246,E02005415,29500.0,4.3,25.6,14.8
2247,E02005416,37900.0,2.2,12.1,22.0
2248,E02006818,35800.0,2.6,47.2,23.2
2249,E02006911,36700.0,3.0,27.0,33.0
2250,E02005417,23300.0,2.9,0.7,15.2
2251,E02005418,22400.0,5.9,39.2,9.2
2252,E02005419,26900.0,6.1,28.1,15.7
2253,E02005420,24000.0,4.2,35.9,11.4
2254,E02005422,28800.0,4.3,0.5,17.5
2255,E02005423,26900.0,4.0,1.2,16.1
2256,E02006864,34800.0,2.9,2.4,20.8
2257,E02006865,30400.0,2.1,8.3,16.8
2258,E02005424,34200.0,2.6,0.7,24.6
2259,E02005425,30000.0,2.8,0.5,21.7
2260,E02005426,27800.0,3.9,15.1,19.1
2261,E02005427,28600.0,4.6,15.0,25.9
2262,E02005428,21600.0,4.9,1.1,11.2
2263,E02005429,23300.0,4.1,4.2,11.7
2264,E02005430,32400.0,2.7,0.3,25.1
2265,E02005431,25400.0,3.8,0.5,16.7
2266,E02005432,32100.0,2.2,0.2,27.3
2267,E02005433,18600.0,4.7,1.7,9.5
2268,E02005434,27300.0,3.2,6.5,19.8
2269,E02005435,19400.0,5.6,9.3,10.1
2270,E02005436,26900.0,3.6,1.2,17.5
2271,E02005437,18600.0,8.6,25.4,10.9
2272,E02005438,19300.0,5.0,11.5,11.2
2273,E02005439,28200.0,3.5,2.2,22.1
2274,E02005440,22700.0,4.2,0.5,14.2
2275,E02005441,29100.0,3.1,0.4,20.2
2276,E02005442,26300.0,8.2,51.6,11.6
2277,E02005443,28500.0,4.8,40.6,23.1
2278,E02005444,34900.0,3.5,18.6,35.5
2279,E02005445,28600.0,7.0,29.6,20.0
2280,E02005446,24000.0,2.5,55.9,22.2
2281,E02005447,25700.0,7.2,21.5,19.3
2282,E02005448,27000.0,6.3,38.6,15.9
2283,E02005449,34400.0,3.8,15.9,18.8
2284,E02005450,34600.0,2.8,21.5,24.6
2285,E02005451,25400.0,7.8,44.4,11.5
2286,E02005452,31900.0,3.3,32.1,19.5
2287,E02005453,43000.0,2.1,6.0,30.1
2288,E02005455,44400.0,2.0,1.1,29.6
2289,E02005456,30100.0,3.0,4.0,24.1
2290,E02005457,29500.0,3.1,0.8,25.4
2291,E02005458,36000.0,1.8,0.6,32.8
2292,E02005459,24600.0,3.8,0.6,19.4
2293,E02005460,39200.0,2.6,1.0,29.5
2294,E02005461,34500.0,2.8,0.4,28.5
2295,E02005462,28000.0,5.1,10.8,18.1
2296,E02005463,44800.0,3.3,10.1,27.1
2297,E02005464,31600.0,3.2,0.6,23.7
2298,E02006866,34100.0,2.9,22.6,22.1
2299,E02006867,33900.0,2.1,14.2,20.0
2300,E02005465,30100.0,3.6,0.9,17.1
2301,E02005466,27300.0,3.9,0.5,14.2
2302,E02005467,26300.0,4.8,18.7,12.7
2303,E02005468,33200.0,3.8,0.7,17.3
2304,E02005469,34900.0,3.5,0.6,17.0
2305,E02005470,33400.0,4.1,26.4,18.2
2306,E02005471,27900.0,4.3,5.7,15.0
2307,E02005472,26600.0,4.4,1.1,12.0
2308,E02005473,30700.0,3.5,10.1,15.8
2309,E02005474,28000.0,3.7,0.7,15.7
2310,E02005475,34000.0,3.8,0.9,19.4
2311,E02005476,37200.0,2.6,0.6,31.6
2312,E02005477,33300.0,2.1,0.9,29.9
2313,E02005478,27800.0,4.2,33.0,19.9
2314,E02005479,35600.0,2.5,24.8,24.6
2315,E02005480,27500.0,7.3,33.9,10.2
2316,E02005481,31200.0,4.7,18.5,19.1
2317,E02005482,36800.0,2.5,0.5,27.5
2318,E02005483,31900.0,2.7,0.6,26.3
2319,E02005484,31600.0,2.9,0.5,26.8
2320,E02005485,33400.0,2.9,8.6,22.9
2321,E02005486,31400.0,3.3,3.0,22.8
2322,E02005487,42700.0,2.5,0.7,35.1
2323,E02005488,37800.0,3.8,5.4,25.2
2324,E02005489,38400.0,3.0,4.5,26.9
2325,E02005490,31200.0,3.8,33.7,23.4
2326,E02005491,36100.0,2.9,21.6,34.7
2327,E02005492,31400.0,2.8,0.4,27.4
2328,E02005493,33700.0,3.0,1.0,26.2
2329,E02005494,28700.0,3.8,0.5,25.3
2330,E02005495,25600.0,7.4,17.9,14.3
2331,E02005496,36000.0,3.6,0.3,27.9
2332,E02005497,26000.0,8.7,26.6,11.2
2333,E02005498,33500.0,2.6,0.7,25.9
2334,E02005499,39000.0,2.3,0.9,31.0
2335,E02005500,36000.0,3.0,0.9,30.8
2336,E02005501,36800.0,1.7,2.1,35.0
2337,E02005502,34200.0,3.0,0.9,24.1
2338,E02005612,29300.0,3.5,1.8,21.3
2339,E02005613,29100.0,5.0,44.3,9.9
2340,E02005614,30700.0,4.4,3.9,17.6
2341,E02005615,28200.0,4.7,39.2,11.0
2342,E02005616,28100.0,6.2,28.4,10.3
2343,E02005617,24800.0,7.6,44.3,9.7
2344,E02006862,40600.0,4.0,22.5,18.6
2345,E02006863,45100.0,3.6,49.6,23.0
2346,E02005619,39200.0,2.4,0.4,36.9
2347,E02005620,41900.0,2.5,1.2,33.4
2348,E02005621,36000.0,2.3,1.2,30.0
2349,E02005622,51900.0,2.2,0.9,39.3
2350,E02005623,38100.0,2.4,1.7,31.7
2351,E02005624,43100.0,3.4,17.5,25.2
2352,E02005625,29900.0,3.9,35.3,18.0
2353,E02005626,29700.0,5.8,11.7,14.3
2354,E02005627,37600.0,2.9,1.0,28.7
2355,E02005628,38400.0,2.5,0.7,30.7
2356,E02005629,40700.0,2.3,0.4,35.8
2357,E02005630,40700.0,2.1,0.8,38.3
2358,E02005631,36900.0,2.6,0.9,28.4
2359,E02005632,39200.0,2.6,1.4,28.7
2360,E02005633,32900.0,3.2,5.0,19.0
2361,E02005634,30500.0,4.3,7.9,17.9
2362,E02005635,36900.0,3.3,4.7,23.5
2363,E02005636,31300.0,4.9,20.1,17.6
2364,E02005637,27100.0,5.4,27.1,15.8
2365,E02005638,40700.0,2.8,17.6,22.0
2366,E02005639,33100.0,2.0,0.4,35.0
2367,E02005640,34700.0,3.4,11.9,22.8
2368,E02005641,36600.0,4.3,6.0,20.8
2369,E02005642,36500.0,2.9,47.1,24.6
2370,E02005643,28300.0,7.2,38.5,12.0
2371,E02005644,31700.0,6.3,88.2,18.2
2372,E02005645,28000.0,4.7,25.6,26.8
2373,E02005646,34500.0,2.6,22.4,21.4
2374,E02005647,27000.0,5.3,23.3,19.8
2375,E02005648,46900.0,2.0,24.1,28.6
2376,E02005649,35900.0,3.1,2.6,25.9
2377,E02005650,31700.0,2.6,38.9,18.5
2378,E02005651,37100.0,2.4,17.8,20.2
2379,E02005652,30000.0,3.3,39.5,16.9
2380,E02005653,30000.0,8.1,38.2,16.5
2381,E02005654,32700.0,6.2,48.4,19.3
2382,E02005655,30400.0,3.1,33.5,23.2
2383,E02005656,28600.0,7.3,41.6,15.3
2384,E02005657,33200.0,3.2,27.2,23.2
2385,E02005658,27200.0,6.9,50.2,16.3
2386,E02005659,33200.0,3.7,46.3,21.8
2387,E02005660,25400.0,6.3,14.1,18.4
2388,E02005661,30100.0,7.3,64.1,20.0
2389,E02005662,34600.0,3.4,52.0,26.2
2390,E02005663,42200.0,2.2,54.4,25.2
2391,E02005664,28500.0,4.0,39.8,27.6
2392,E02005665,32700.0,3.6,33.8,24.7
2393,E02005666,24700.0,8.8,30.8,11.7
2394,E02005667,29900.0,3.9,20.1,17.9
2395,E02005668,35900.0,2.9,35.4,20.3
2396,E02005669,42200.0,2.3,23.3,36.6
2397,E02005670,28700.0,9.2,45.6,19.5
2398,E02005671,38400.0,3.9,81.1,34.1
2399,E02005672,37800.0,5.1,124.3,28.5
2400,E02005673,34700.0,5.5,30.5,22.7
2401,E02005674,32500.0,4.9,33.7,30.7
2402,E02005675,33400.0,5.6,28.7,18.0
2403,E02005676,31300.0,5.0,31.3,19.1
2404,E02005677,52800.0,3.8,7.4,29.0
2405,E02005678,43900.0,2.7,14.1,34.8
2406,E02005679,50200.0,2.8,28.0,29.2
2407,E02005680,51500.0,2.5,28.3,36.0
2408,E02005681,42000.0,2.4,2.0,27.2
2409,E02005682,37400.0,2.5,0.8,33.3
2410,E02005683,39600.0,2.5,2.5,31.3
2411,E02005684,41600.0,1.9,1.0,37.7
2412,E02005685,35900.0,3.2,3.0,29.5
2413,E02005686,41700.0,2.0,0.9,30.1
2414,E02005687,52900.0,2.0,0.7,36.6
2415,E02005688,39600.0,2.6,1.8,28.5
2416,E02005689,43800.0,2.1,19.0,29.4
2417,E02005690,33700.0,2.4,26.3,25.8
2418,E02005691,39700.0,2.3,0.7,32.7
2419,E02005692,27600.0,3.7,1.5,22.7
2420,E02005693,31100.0,6.7,22.6,18.9
2421,E02005694,43700.0,2.9,19.9,24.9
2422,E02005695,31800.0,5.4,15.9,18.5
2423,E02005696,24300.0,7.1,18.7,9.6
2424,E02005697,24200.0,6.0,39.8,18.2
2425,E02005698,30000.0,6.0,50.0,16.0
2426,E02005699,31800.0,5.3,26.4,16.6
2427,E02005700,32900.0,2.5,2.1,27.3
2428,E02005701,33900.0,3.3,2.1,24.0
2429,E02005819,29100.0,4.9,4.0,13.9
2430,E02005820,31400.0,3.5,40.7,14.7
2431,E02005821,27200.0,5.0,14.0,12.0
2432,E02005822,30000.0,5.9,28.7,12.8
2433,E02005823,22400.0,7.5,39.1,7.9
2434,E02005824,32100.0,3.6,30.5,17.7
2435,E02005825,31000.0,5.0,5.5,16.1
2436,E02005826,26200.0,6.2,45.2,9.9
2437,E02005827,33500.0,3.5,6.9,19.2
2438,E02005828,30000.0,3.3,4.6,15.5
2439,E02005829,29100.0,4.0,11.4,16.2
2440,E02005830,29600.0,3.8,6.3,16.7
2441,E02005831,38600.0,4.5,20.8,20.5
2442,E02005832,29000.0,5.6,56.7,16.4
2443,E02005833,35900.0,3.1,14.5,17.3
2444,E02005834,27200.0,6.1,18.8,11.0
2445,E02005835,31800.0,4.4,3.1,15.4
2446,E02005836,38900.0,2.8,0.7,27.1
2447,E02005837,32500.0,2.7,0.6,27.4
2448,E02005838,29200.0,4.4,2.3,17.8
2449,E02005839,32300.0,3.9,16.4,17.4
2450,E02005840,37700.0,3.4,24.9,21.7
2451,E02005842,33000.0,4.9,9.1,22.5
2452,E02005843,34400.0,3.7,7.9,22.1
2453,E02005844,33300.0,5.2,15.6,19.8
2454,E02005846,23800.0,7.6,42.7,9.6
2455,E02005847,33700.0,3.0,15.6,21.0
2456,E02005848,39600.0,3.3,0.6,18.2
2457,E02005849,35400.0,3.3,0.6,24.8
2458,E02006903,27500.0,3.6,41.5,16.6
2459,E02005850,30600.0,3.7,5.8,16.7
2460,E02005851,26500.0,7.7,32.1,12.5
2461,E02005852,34200.0,3.1,9.4,18.9
2462,E02005853,34500.0,3.3,10.5,24.8
2463,E02005856,43500.0,2.5,15.8,44.1
2464,E02005857,30900.0,4.9,36.9,17.5
2465,E02005858,38100.0,4.5,56.1,40.7
2466,E02005859,35400.0,4.4,36.3,21.7
2467,E02005860,31600.0,3.7,52.8,42.4
2468,E02005861,36900.0,4.2,22.5,31.7
2469,E02005862,32100.0,4.6,33.7,25.0
2470,E02005863,33200.0,2.9,14.4,34.7
2471,E02005864,47500.0,2.3,21.5,34.8
2472,E02006906,37300.0,3.5,5.6,26.1
2473,E02005865,38500.0,2.6,2.2,36.8
2474,E02005866,39500.0,3.6,3.5,25.0
2475,E02005868,37400.0,3.8,31.9,20.8
2476,E02005869,29700.0,6.4,33.2,15.8
2477,E02005870,30700.0,5.8,54.8,18.0
2478,E02005871,38800.0,3.1,34.6,26.6
2479,E02005872,44800.0,2.4,3.1,35.1
2480,E02005873,38200.0,2.5,42.2,37.9
2481,E02005874,36900.0,3.7,38.0,32.9
2482,E02005875,38600.0,4.1,18.7,17.9
2483,E02005876,32500.0,4.0,36.3,22.1
2484,E02005877,33000.0,4.5,52.0,20.4
2485,E02005878,27300.0,4.6,51.4,19.2
2486,E02005879,30500.0,5.5,23.7,21.5
2487,E02006835,38800.0,5.6,5.5,22.6
2488,E02005880,28500.0,4.8,3.5,11.3
2489,E02005881,30500.0,4.7,5.9,11.9
2490,E02005882,33500.0,3.2,19.3,18.1
2491,E02005883,29400.0,5.4,15.4,12.7
2492,E02005884,32400.0,3.8,18.6,17.5
2493,E02005885,29400.0,4.9,11.9,13.0
2494,E02005886,35500.0,3.3,24.5,17.0
2495,E02005887,27800.0,7.0,37.9,12.3
2496,E02005888,26300.0,7.1,39.5,11.7
2497,E02005889,31900.0,4.4,37.7,13.6
2498,E02005890,47600.0,2.8,43.1,19.7
2499,E02005891,26800.0,7.9,8.6,12.0
2500,E02005892,41700.0,2.2,17.5,32.5
2501,E02005893,31100.0,4.7,3.2,10.9
2502,E02005894,35900.0,3.5,3.2,18.9
2503,E02005895,37300.0,2.1,0.5,31.6
2504,E02005896,38200.0,2.1,0.7,31.7
2505,E02005897,40600.0,3.2,0.9,30.0
2506,E02005898,32300.0,4.0,4.6,15.7
2507,E02005899,29800.0,5.2,16.7,18.6
2508,E02005900,46300.0,2.5,3.1,41.2
2509,E02005901,32700.0,4.4,26.2,24.8
2510,E02005902,26600.0,5.1,33.6,15.5
2511,E02005903,32700.0,3.5,14.7,18.5
2512,E02005904,42000.0,2.5,1.0,34.7
2513,E02005905,43000.0,2.3,1.3,34.1
2514,E02005906,47300.0,2.3,0.9,34.4
2515,E02005907,38400.0,3.0,7.4,32.7
2516,E02005908,35100.0,2.6,4.3,38.5
2517,E02005909,57100.0,2.5,49.3,53.7
2518,E02005910,44400.0,3.3,58.3,47.9
2519,E02005911,47800.0,2.8,8.7,48.4
2520,E02005912,50500.0,2.8,25.0,41.4
2521,E02005913,41900.0,2.7,18.5,45.9
2522,E02005914,41300.0,4.8,5.3,20.6
2523,E02005915,38900.0,2.2,0.7,38.0
2524,E02005916,38900.0,2.8,6.7,34.3
2525,E02005917,44300.0,2.0,1.2,42.9
2526,E02005918,41800.0,3.0,9.1,29.4
2527,E02005919,35400.0,2.1,1.5,31.2
2528,E02005920,46800.0,1.9,1.5,38.9
2529,E02002905,30800.0,2.1,0.3,34.7
2530,E02002906,26600.0,4.5,8.8,16.3
2531,E02002907,24900.0,4.1,2.2,20.6
2532,E02002908,33100.0,2.3,0.4,31.8
2533,E02002909,31100.0,3.0,0.5,27.9
2534,E02002910,29900.0,2.7,0.4,28.3
2535,E02002911,31600.0,2.8,0.7,31.4
2536,E02002912,36300.0,2.5,1.4,30.8
2537,E02002913,33300.0,3.2,0.7,43.4
2538,E02002914,27600.0,3.2,16.6,21.1
2539,E02002915,31100.0,2.5,5.3,29.3
2540,E02002916,28100.0,4.7,31.8,23.5
2541,E02002917,32800.0,2.5,27.0,23.6
2542,E02002918,32100.0,2.7,30.2,30.9
2543,E02002919,25600.0,5.0,33.1,16.8
2544,E02002920,29500.0,2.7,1.9,24.4
2545,E02002921,25900.0,7.1,49.7,9.6
2546,E02002922,33300.0,2.5,0.4,35.5
2547,E02002923,32300.0,3.1,2.2,29.3
2548,E02002924,34800.0,2.3,0.2,32.4
2549,E02002925,33400.0,2.6,0.5,29.5
2550,E02002926,28200.0,3.8,12.7,25.0
2551,E02002927,34400.0,2.6,0.6,36.0
2552,E02006015,28300.0,4.6,4.3,20.0
2553,E02006016,33200.0,2.6,0.5,28.7
2554,E02006023,30300.0,3.9,1.9,22.7
2555,E02006017,32300.0,3.4,0.8,26.0
2556,E02006018,28400.0,4.5,26.5,21.5
2557,E02006024,29200.0,4.6,25.4,17.2
2558,E02006025,31200.0,5.0,13.8,26.8
2559,E02006019,30000.0,3.7,17.2,21.1
2560,E02006020,31500.0,3.2,0.7,22.9
2561,E02006021,36900.0,2.3,0.5,32.4
2562,E02006026,33700.0,2.7,0.7,29.1
2563,E02006027,32300.0,2.4,0.6,30.5
2564,E02006022,34600.0,1.8,0.6,32.3
2565,E02006028,33700.0,2.6,0.5,28.9
2566,E02006029,30700.0,5.1,18.8,12.4
2567,E02006030,32800.0,4.1,20.1,16.4
2568,E02006031,31500.0,4.9,39.9,28.3
2569,E02006032,29600.0,4.2,29.2,19.5
2570,E02006033,30900.0,3.6,27.7,38.6
2571,E02006034,36000.0,3.1,19.4,36.4
2572,E02006035,33300.0,2.3,15.9,33.2
2573,E02006036,34400.0,3.0,21.3,34.5
2574,E02006037,34200.0,3.4,23.5,34.4
2575,E02006038,34200.0,2.2,1.1,31.5
2576,E02006008,35000.0,3.2,1.5,28.4
2577,E02006039,32200.0,2.8,1.0,30.2
2578,E02006009,30600.0,2.4,1.5,28.2
2579,E02006040,35400.0,2.5,0.3,35.4
2580,E02006010,33900.0,3.3,0.8,28.8
2581,E02006041,31300.0,2.2,0.3,28.8
2582,E02006011,31200.0,2.9,12.6,27.7
2583,E02006042,34100.0,3.0,0.7,38.7
2584,E02006012,30500.0,2.9,10.9,28.7
2585,E02006013,27700.0,2.1,0.5,29.0
2586,E02006014,30000.0,3.2,0.5,24.3
2587,E02006043,32200.0,2.5,0.3,27.3
2588,E02006044,33700.0,1.8,0.2,33.7
2589,E02006045,29300.0,3.9,8.2,24.5
2590,E02006046,32200.0,2.4,0.8,26.1
2591,E02002951,29500.0,3.4,18.9,15.1
2592,E02002952,29400.0,5.1,17.7,13.2
2593,E02002953,25300.0,5.6,43.0,10.6
2594,E02002954,28600.0,5.5,14.6,10.7
2595,E02002955,27000.0,7.3,31.1,12.6
2596,E02002956,27400.0,6.4,40.8,12.3
2597,E02002957,33400.0,2.8,26.1,20.5
2598,E02002958,28900.0,5.0,43.4,14.1
2599,E02002959,25200.0,7.0,31.6,12.4
2600,E02002960,32200.0,4.2,40.4,14.8
2601,E02002961,27000.0,7.9,26.3,13.3
2602,E02002962,25100.0,7.0,24.3,8.3
2603,E02002963,27300.0,7.0,63.1,12.6
2604,E02002964,26100.0,4.5,23.3,11.6
2605,E02002965,26400.0,7.1,20.9,16.9
2606,E02002966,25100.0,4.4,26.0,20.5
2607,E02002967,25400.0,8.6,27.2,6.3
2608,E02002968,32200.0,4.3,32.4,30.3
2609,E02002969,28600.0,6.4,47.4,23.1
2610,E02002970,25200.0,5.9,25.7,13.1
2611,E02002971,29300.0,4.2,31.2,11.7
2612,E02002972,25700.0,5.9,31.0,9.9
2613,E02002973,29200.0,5.4,23.7,19.8
2614,E02002974,30100.0,3.2,30.0,14.5
2615,E02002975,36300.0,2.4,40.6,14.7
2616,E02002976,31400.0,5.0,24.0,12.6
2617,E02002977,24500.0,4.2,30.9,12.5
2618,E02002978,26800.0,7.3,49.6,8.3
2619,E02002979,27700.0,5.8,64.6,12.0
2620,E02002980,30000.0,3.4,16.9,24.8
2621,E02002981,29100.0,5.9,23.2,16.7
2622,E02002982,27200.0,7.7,22.6,13.4
2623,E02002983,35300.0,2.2,26.5,25.9
2624,E02002984,31500.0,1.6,17.7,32.0
2625,E02002928,28700.0,2.9,27.1,29.2
2626,E02002929,33700.0,2.2,0.6,30.7
2627,E02002930,28300.0,2.4,32.4,24.1
2628,E02002931,32000.0,2.7,2.7,30.0
2629,E02002932,29800.0,6.2,24.7,14.0
2630,E02002933,33300.0,3.1,32.0,24.1
2631,E02002934,36600.0,4.0,18.3,25.4
2632,E02002935,30400.0,4.5,25.1,13.2
2633,E02002936,32400.0,5.0,16.0,15.7
2634,E02002937,34900.0,2.8,1.0,32.8
2635,E02002938,29000.0,6.0,29.1,19.9
2636,E02002939,31300.0,4.4,29.7,24.9
2637,E02002940,31300.0,4.4,32.3,16.7
2638,E02002941,30800.0,4.6,22.0,16.6
2639,E02002942,44900.0,2.6,16.4,36.9
2640,E02002943,38800.0,3.5,16.9,25.6
2641,E02002944,28900.0,8.0,24.6,10.6
2642,E02002945,31400.0,6.3,15.1,17.1
2643,E02002946,33600.0,4.7,25.5,17.9
2644,E02002947,32000.0,7.9,47.0,14.2
2645,E02002948,30300.0,9.2,52.4,10.0
2646,E02002949,27100.0,4.4,20.1,18.5
2647,E02002950,27700.0,7.7,12.1,12.1
2648,E02006118,34400.0,2.4,4.4,21.7
2649,E02006119,26700.0,5.4,32.6,13.2
2650,E02006120,29200.0,4.4,15.3,14.8
2651,E02006121,31100.0,5.1,5.8,15.9
2652,E02006122,32500.0,4.3,28.0,17.8
2653,E02006123,35000.0,4.1,6.5,22.5
2654,E02006124,26800.0,7.2,52.0,9.4
2655,E02006125,27400.0,5.8,43.9,12.5
2656,E02006126,31300.0,3.5,22.3,18.6
2657,E02006127,40100.0,3.1,44.0,26.4
2658,E02006128,30300.0,3.6,25.4,22.7
2659,E02006129,27800.0,6.5,25.5,12.4
2660,E02006130,26700.0,4.5,4.9,15.7
2661,E02006131,33500.0,2.3,0.6,28.9
2662,E02006132,30200.0,3.0,14.2,16.6
2663,E02006133,32300.0,2.9,7.2,26.2
2664,E02006134,34300.0,2.5,3.0,31.3
2665,E02006135,34400.0,2.3,19.9,26.2
2666,E02006136,33900.0,2.0,0.6,32.2
2667,E02006137,26700.0,4.4,50.2,17.2
2668,E02006138,28200.0,6.5,38.0,14.8
2669,E02006139,28300.0,5.8,27.4,16.5
2670,E02006140,30900.0,5.5,36.5,22.6
2671,E02006141,28900.0,5.8,17.3,16.7
2672,E02006142,33700.0,2.2,25.4,29.6
2673,E02006143,35000.0,3.0,7.8,24.3
2674,E02006144,27900.0,5.8,43.1,13.0
2675,E02006145,32200.0,2.6,1.3,35.2
2676,E02006146,34500.0,3.4,2.3,23.2
2677,E02006147,35900.0,2.4,1.4,34.2
2678,E02006148,36400.0,2.2,2.3,30.7
2679,E02006149,30300.0,5.5,32.3,27.7
2680,E02006150,37000.0,3.0,27.6,36.7
2681,E02006151,31200.0,3.8,11.7,18.0
2682,E02006152,37300.0,3.1,16.3,40.4
2683,E02006153,38700.0,2.5,0.9,34.9
2684,E02006154,30100.0,2.6,9.3,20.2
2685,E02006155,27800.0,6.0,53.8,12.8
2686,E02006156,39600.0,2.2,2.1,35.0
2687,E02006157,31300.0,4.4,1.5,18.6
2688,E02006158,37400.0,2.1,9.9,21.1
2689,E02006159,28200.0,4.5,32.5,13.0
2690,E02006160,27200.0,4.8,19.8,13.7
2691,E02006161,36300.0,2.4,8.1,20.5
2692,E02006162,34400.0,3.2,2.9,22.5
2693,E02006163,27700.0,4.7,32.9,13.4
2694,E02006164,25800.0,7.0,17.5,9.6
2695,E02006165,32100.0,3.8,48.1,23.6
2696,E02006166,34000.0,2.8,47.8,28.6
2697,E02006167,27100.0,5.6,34.6,15.4
2698,E02006168,25300.0,4.8,36.6,24.7
2699,E02006169,24500.0,2.2,7.1,17.1
2700,E02006170,34100.0,2.7,1.8,32.7
2701,E02006171,32500.0,3.9,31.6,27.6
2702,E02006172,38400.0,1.9,17.5,38.2
2703,E02006173,42600.0,2.4,0.8,36.2
2704,E02006174,33500.0,2.7,1.4,27.5
2705,E02006175,34700.0,3.9,2.9,19.6
2706,E02006176,33600.0,2.6,0.8,32.1
2707,E02006177,32900.0,3.3,30.1,19.0
2708,E02006178,29300.0,4.1,18.2,16.9
2709,E02006179,33500.0,3.0,5.5,20.0
2710,E02006180,31000.0,4.1,3.8,18.6
2711,E02006181,27600.0,4.4,9.9,21.0
2712,E02006182,34800.0,2.5,5.6,34.5
2713,E02006183,30700.0,2.6,2.3,31.1
2714,E02006184,33000.0,4.8,46.3,25.3
2715,E02006185,28400.0,4.4,10.0,22.4
2716,E02006186,36200.0,2.7,1.7,28.0
2717,E02006187,33400.0,2.6,1.7,33.1
2718,E02006188,33300.0,3.0,4.0,29.0
2719,E02006189,35000.0,2.5,1.0,33.5
2720,E02006190,29800.0,3.4,19.1,30.2
2721,E02006191,32200.0,1.9,1.4,36.6
2722,E02006192,39400.0,2.0,0.7,34.8
2723,E02006193,32200.0,2.4,2.9,27.4
2724,E02006194,29400.0,4.7,22.0,21.9
2725,E02006195,38200.0,2.1,1.2,34.8
2726,E02006196,27800.0,3.7,50.5,22.1
2727,E02006197,30500.0,4.5,30.8,29.8
2728,E02006198,35700.0,1.8,3.1,29.7
2729,E02006199,31900.0,2.8,2.0,37.1
2730,E02006200,26800.0,6.7,45.4,14.7
2731,E02006201,39400.0,2.1,8.1,38.4
2732,E02006202,35400.0,1.6,0.7,34.3
2733,E02006203,30900.0,5.3,24.1,22.0
2734,E02006204,27600.0,3.4,0.8,18.2
2735,E02006205,35100.0,1.7,1.3,30.0
2736,E02006206,27900.0,4.9,42.3,15.4
2737,E02006207,30200.0,2.3,5.0,19.8
2738,E02006208,29200.0,4.7,19.6,23.4
2739,E02006209,33500.0,2.2,4.6,29.2
2740,E02006210,35700.0,2.6,0.3,29.1
2741,E02006211,35400.0,2.1,2.6,26.7
2742,E02006212,31200.0,2.1,2.7,23.5
2743,E02006213,31000.0,3.0,1.2,23.5
2744,E02006214,27700.0,3.1,8.4,18.9
2745,E02006215,34600.0,2.1,1.8,23.5
2746,E02006216,34300.0,2.4,2.6,25.3
2747,E02006217,30400.0,2.9,15.2,20.1
2748,E02006218,24900.0,6.1,19.8,15.6
2749,E02006219,33100.0,5.4,16.0,18.2
2750,E02006220,30300.0,4.0,44.7,14.8
2751,E02006221,36300.0,3.3,21.9,23.9
2752,E02006222,29100.0,5.5,52.3,12.5
2753,E02006223,28500.0,8.4,57.3,8.9
2754,E02006224,36600.0,3.8,30.3,19.9
2755,E02006225,33600.0,2.4,24.6,20.0
2756,E02006226,36900.0,3.7,26.6,18.9
2757,E02006468,31800.0,3.0,2.7,20.2
2758,E02006469,30100.0,4.0,2.7,15.1
2759,E02006470,29900.0,4.6,9.7,16.2
2760,E02006471,33400.0,3.1,1.4,21.8
2761,E02006472,31000.0,4.1,2.0,18.3
2762,E02006473,33900.0,3.0,5.9,23.1
2763,E02006474,35500.0,3.0,0.7,26.3
2764,E02006475,35800.0,2.7,13.1,26.7
2765,E02006476,28800.0,7.1,30.7,10.3
2766,E02006477,36400.0,2.2,16.2,31.0
2767,E02006478,35400.0,3.5,17.1,19.9
2768,E02006479,27400.0,7.4,46.0,17.1
2769,E02006480,28700.0,5.6,42.4,12.6
2770,E02006481,29100.0,6.0,34.2,12.7
2771,E02006482,29700.0,3.8,6.0,19.1
2772,E02006483,25900.0,6.9,21.9,12.8
2773,E02006484,30200.0,4.8,39.1,20.0
2774,E02006485,32500.0,2.5,11.7,31.0
2775,E02006486,30900.0,3.9,15.3,17.2
